id,slug,title,status_code,problem_ledger_ids,url
result-244,grand-unification-dissolved,Grand Unification: Why Eight Decades of Unification Failed,R,phys-grand-unification,/results/problem/grand-unification-dissolved/
result-245,supersymmetry-structurally-absent,Supersymmetry: Sector Exhaustion Rules Out Superpartners,R,phys-supersymmetry,/results/problem/supersymmetry-structurally-absent/
result-246,no-magnetic-monopoles,Magnetic Monopoles: Forbidden by the Bianchi Identity,R,phys-magnetic-monopoles,/results/problem/no-magnetic-monopoles/
result-247,glueballs,Glueballs: Mass Gap = Minimum Glueball Mass,R,phys-glueballs,/results/problem/glueballs/
result-248,exotic-hadrons,Exotic Hadrons: Color-Singlet Enumeration of Tetraquarks and Pentaquarks,R,phys-pentaquarks-and-other-exotic-hadrons,/results/problem/exotic-hadrons/
result-249,qcd-phases-qgp,QCD Phases: Quark-Gluon Plasma as High-Temperature Confinement,R,,/results/problem/qcd-phases-qgp/
result-250,glass-transition,Glass Transition: Regime from Defect-Tuple Phase Space,R,,/results/problem/glass-transition/
result-251,superfluid-helium-4-lambda,Superfluid Helium-4: Minimal Donut Criterion from ι_τ,R,,/results/problem/superfluid-helium-4-lambda/
result-252,proton-stability,Proton Stability: Address Irresolvability Forbids Baryon Decay,R,,/results/problem/proton-stability/
result-253,horizon-problem,Horizon Problem: CMB Uniformity from τ³ Compactness,R,phys-horizon-problem,/results/problem/horizon-problem/
result-254,last-universal-common-ancestor,Last Universal Common Ancestor (LUCA): Root of the Tree as Persistence Sector,R,life-biology-last-universal-common-ancestor,/results/problem/last-universal-common-ancestor/
result-255,paradox-of-the-plankton,Paradox of the Plankton: Nash Equilibrium on Carrier Configuration Space,R,life-biology-paradox-of-the-plankton,/results/problem/paradox-of-the-plankton/
