id,registry_id,title,slug,url,domain,cluster,confidence,book,part,chapter,type,scope,lean_status,registry_url,related_public_surface_count
registry-noteworthy-iv-t164,IV.T164,rho_bar = 1/(2*pi): omega-Period Structural Derivation (tau-effective),rho-bar-1-2-pi-omega-period-structural-derivation-tau-effective-iv-t164,/results/additional-noteworthy-results/physics/rho-bar-1-2-pi-omega-period-structural-derivation-tau-effective-iv-t164/,physics,related_existing_surface,high,IV,5,36,theorem,tau-effective,formalized,/registry/object/IV.T164/,6
registry-noteworthy-iv-t169,IV.T169,m_μ/m_e NNLO: k=23/3 Correction at +43 ppm (τ-effective),m-mu-m-e-nnlo-k-23-3-correction-at-43-ppm-tau-effective-iv-t169,/results/additional-noteworthy-results/physics/m-mu-m-e-nnlo-k-23-3-correction-at-43-ppm-tau-effective-iv-t169/,physics,related_existing_surface,medium,IV,5,36,theorem,tau-effective,formalized,/registry/object/IV.T169/,2
registry-noteworthy-iv-t183,IV.T183,Top Quark Mass from Fiber Amplitude at +7200 ppm,top-quark-mass-from-fiber-amplitude-at-7200-ppm-iv-t183,/results/additional-noteworthy-results/physics/top-quark-mass-from-fiber-amplitude-at-7200-ppm-iv-t183/,physics,related_existing_surface,high,IV,5,36,theorem,tau-effective,skeleton,/registry/object/IV.T183/,7
registry-noteworthy-iv-t187,IV.T187,Koide Deviation for Quark Triplets,koide-deviation-for-quark-triplets-iv-t187,/results/additional-noteworthy-results/physics/koide-deviation-for-quark-triplets-iv-t187/,physics,related_existing_surface,high,IV,5,36,theorem,tau-effective,skeleton,/registry/object/IV.T187/,4
registry-noteworthy-iv-t197,IV.T197,Up Quark Direct Mass from Exponent Duality at +395 ppm,up-quark-direct-mass-from-exponent-duality-at-395-ppm-iv-t197,/results/additional-noteworthy-results/physics/up-quark-direct-mass-from-exponent-duality-at-395-ppm-iv-t197/,physics,related_existing_surface,high,IV,5,36,theorem,tau-effective,formalized,/registry/object/IV.T197/,2
registry-noteworthy-iv-t199,IV.T199,m_s/m_b Exponent from Confinement-Weighted Mode Count,m-s-m-b-exponent-from-confinement-weighted-mode-count-iv-t199,/results/additional-noteworthy-results/physics/m-s-m-b-exponent-from-confinement-weighted-mode-count-iv-t199/,physics,related_existing_surface,high,IV,5,36,theorem,tau-effective,formalized,/registry/object/IV.T199/,2
registry-noteworthy-iv-t201,IV.T201,m_u/m_d Isospin Exponent from Higgs-Mediated Splitting,m-u-m-d-isospin-exponent-from-higgs-mediated-splitting-iv-t201,/results/additional-noteworthy-results/physics/m-u-m-d-isospin-exponent-from-higgs-mediated-splitting-iv-t201/,physics,related_existing_surface,medium,IV,5,36,theorem,tau-effective,formalized,/registry/object/IV.T201/,1
registry-noteworthy-iv-p315,IV.P315,Magic Numbers,magic-numbers-iv-p315,/results/additional-noteworthy-results/physics/magic-numbers-iv-p315/,physics,related_existing_surface,high,IV,5,37,proposition,framework,not_formalized,/registry/object/IV.P315/,4
registry-noteworthy-iv-r62,IV.R62,Physical interpretation,physical-interpretation-iv-r62,/results/additional-noteworthy-results/physics/physical-interpretation-iv-r62/,physics,related_existing_surface,high,IV,5,39,remark,tau-effective,not_applicable,/registry/object/IV.R62/,2
registry-noteworthy-iv-r63,IV.R63,Comparison with the mass gap,comparison-with-the-mass-gap-iv-r63,/results/additional-noteworthy-results/physics/comparison-with-the-mass-gap-iv-r63/,physics,related_existing_surface,medium,IV,5,39,remark,tau-effective,not_applicable,/registry/object/IV.R63/,1
registry-noteworthy-iv-p100,IV.P100,Higgs sector satisfies (KH-1)--(KH-3),higgs-sector-satisfies-kh-1-kh-3-iv-p100,/results/additional-noteworthy-results/physics/higgs-sector-satisfies-kh-1-kh-3-iv-p100/,physics,related_existing_surface,medium,IV,5,40,proposition,tau-effective,formalized,/registry/object/IV.P100/,1
registry-noteworthy-iv-p99,IV.P99,Higgs sector as τ-holonomy sector,higgs-sector-as-tau-holonomy-sector-iv-p99,/results/additional-noteworthy-results/physics/higgs-sector-as-tau-holonomy-sector-iv-p99/,physics,related_existing_surface,high,IV,5,40,proposition,tau-effective,formalized,/registry/object/IV.P99/,8
registry-noteworthy-iv-d187,IV.D187,Quark mode,quark-mode-iv-d187,/results/additional-noteworthy-results/physics/quark-mode-iv-d187/,physics,related_existing_surface,high,IV,5,43,definition,tau-effective,formalized,/registry/object/IV.D187/,3
registry-noteworthy-iv-r98,IV.R98,Neutron stability in nuclei,neutron-stability-in-nuclei-iv-r98,/results/additional-noteworthy-results/physics/neutron-stability-in-nuclei-iv-r98/,physics,related_existing_surface,high,IV,5,43,remark,tau-effective,not_applicable,/registry/object/IV.R98/,4
registry-noteworthy-iv-r99,IV.R99,The worst prediction,the-worst-prediction-iv-r99,/results/additional-noteworthy-results/physics/the-worst-prediction-iv-r99/,physics,related_existing_surface,high,IV,5,44,remark,metaphorical,not_applicable,/registry/object/IV.R99/,7
registry-noteworthy-iv-p121,IV.P121,Quark mass pattern,quark-mass-pattern-iv-p121,/results/additional-noteworthy-results/physics/quark-mass-pattern-iv-p121/,physics,related_existing_surface,high,IV,6,46,proposition,tau-effective,formalized,/registry/object/IV.P121/,2
registry-noteworthy-iv-p122,IV.P122,Muon mass exponent,muon-mass-exponent-iv-p122,/results/additional-noteworthy-results/physics/muon-mass-exponent-iv-p122/,physics,related_existing_surface,high,IV,6,46,proposition,tau-effective,formalized,/registry/object/IV.P122/,2
registry-noteworthy-iv-p123,IV.P123,Tau lepton mass exponent,tau-lepton-mass-exponent-iv-p123,/results/additional-noteworthy-results/physics/tau-lepton-mass-exponent-iv-p123/,physics,related_existing_surface,high,IV,6,46,proposition,tau-effective,formalized,/registry/object/IV.P123/,2
registry-noteworthy-iv-p124,IV.P124,Neutrino mass scale,neutrino-mass-scale-iv-p124,/results/additional-noteworthy-results/physics/neutrino-mass-scale-iv-p124/,physics,related_existing_surface,high,IV,6,46,proposition,tau-effective,formalized,/registry/object/IV.P124/,7
registry-noteworthy-iv-p213,IV.P213,Lamb Shift Structural Estimate (Proton-Size Contribution),lamb-shift-structural-estimate-proton-size-contribution-iv-p213,/results/additional-noteworthy-results/physics/lamb-shift-structural-estimate-proton-size-contribution-iv-p213/,physics,related_existing_surface,high,IV,6,46,proposition,tau-effective,skeleton,/registry/object/IV.P213/,2
registry-noteworthy-iv-r113,IV.R113,Honest assessment of quark masses,honest-assessment-of-quark-masses-iv-r113,/results/additional-noteworthy-results/physics/honest-assessment-of-quark-masses-iv-r113/,physics,related_existing_surface,medium,IV,6,46,remark,conjectural,formalized,/registry/object/IV.R113/,1
registry-noteworthy-iv-r118,IV.R118,Individual neutrino masses,individual-neutrino-masses-iv-r118,/results/additional-noteworthy-results/physics/individual-neutrino-masses-iv-r118/,physics,related_existing_surface,high,IV,6,46,remark,conjectural,formalized,/registry/object/IV.R118/,2
registry-noteworthy-iv-r121,IV.R121,Neutron as parent of atomic matter,neutron-as-parent-of-atomic-matter-iv-r121,/results/additional-noteworthy-results/physics/neutron-as-parent-of-atomic-matter-iv-r121/,physics,related_existing_surface,high,IV,6,47,remark,tau-effective,formalized,/registry/object/IV.R121/,5
registry-noteworthy-iv-t186,IV.T186,Proton g-Factor from Quark Winding at +2000 ppm,proton-g-factor-from-quark-winding-at-2000-ppm-iv-t186,/results/additional-noteworthy-results/physics/proton-g-factor-from-quark-winding-at-2000-ppm-iv-t186/,physics,related_existing_surface,high,IV,6,47,theorem,tau-effective,skeleton,/registry/object/IV.T186/,8
registry-noteworthy-iv-t202,IV.T202,Proton Charge Radius NLO at +12 ppm,proton-charge-radius-nlo-at-12-ppm-iv-t202,/results/additional-noteworthy-results/physics/proton-charge-radius-nlo-at-12-ppm-iv-t202/,physics,related_existing_surface,high,IV,6,47,theorem,tau-effective,formalized,/registry/object/IV.T202/,5
registry-noteworthy-iv-r128,IV.R128,Eta-eta prime splitting,eta-eta-prime-splitting-iv-r128,/results/additional-noteworthy-results/physics/eta-eta-prime-splitting-iv-r128/,physics,related_existing_surface,high,IV,6,48,remark,conjectural,formalized,/registry/object/IV.R128/,5
registry-noteworthy-iv-r129,IV.R129,Glueballs and the mass gap,glueballs-and-the-mass-gap-iv-r129,/results/additional-noteworthy-results/physics/glueballs-and-the-mass-gap-iv-r129/,physics,related_existing_surface,high,IV,6,48,remark,tau-effective,formalized,/registry/object/IV.R129/,7
registry-noteworthy-iv-r178,IV.R178,Why the separation is clean,why-the-separation-is-clean-iv-r178,/results/additional-noteworthy-results/physics/why-the-separation-is-clean-iv-r178/,physics,related_existing_surface,medium,IV,7,54,remark,tau-effective,not_applicable,/registry/object/IV.R178/,1
registry-noteworthy-iv-p353,IV.P353,Reconnection on T2,reconnection-on-t2-iv-p353,/results/additional-noteworthy-results/physics/reconnection-on-t2-iv-p353/,physics,related_existing_surface,high,IV,7,60,proposition,framework,not_formalized,/registry/object/IV.P353/,2
registry-noteworthy-iv-p228,IV.P228,Magnetic Orders as Defect-Tuple Signatures,magnetic-orders-as-defect-tuple-signatures-iv-p228,/results/additional-noteworthy-results/physics/magnetic-orders-as-defect-tuple-signatures-iv-p228/,physics,related_existing_surface,high,IV,7,63,proposition,tau-effective,formalized,/registry/object/IV.P228/,2
registry-noteworthy-iv-r443,IV.R443,Electric vs Magnetic Duality,electric-vs-magnetic-duality-iv-r443,/results/additional-noteworthy-results/physics/electric-vs-magnetic-duality-iv-r443/,physics,related_existing_surface,medium,IV,7,63,remark,established,not_applicable,/registry/object/IV.R443/,1
registry-noteworthy-iv-r187,IV.R187,Open vs wrong problems,open-vs-wrong-problems-iv-r187,/results/additional-noteworthy-results/physics/open-vs-wrong-problems-iv-r187/,physics,related_existing_surface,high,IV,8,56,remark,tau-effective,formalized,/registry/object/IV.R187/,5
registry-noteworthy-iv-r190,IV.R190,Why neutron not electron as anchor,why-neutron-not-electron-as-anchor-iv-r190,/results/additional-noteworthy-results/physics/why-neutron-not-electron-as-anchor-iv-r190/,physics,related_existing_surface,high,IV,8,57,remark,tau-effective,formalized,/registry/object/IV.R190/,3
registry-noteworthy-iv-t218,IV.T218,Electron Mass,electron-mass-iv-t218,/results/additional-noteworthy-results/physics/electron-mass-iv-t218/,physics,related_existing_surface,high,IV,8,70,theorem,framework,not_formalized,/registry/object/IV.T218/,5
registry-noteworthy-iv-p252,IV.P252,BBN Sensitivity,bbn-sensitivity-iv-p252,/results/additional-noteworthy-results/physics/bbn-sensitivity-iv-p252/,physics,related_existing_surface,high,IV,8,71,proposition,framework,not_formalized,/registry/object/IV.P252/,4
registry-noteworthy-v-t13,V.T13,Opening Regime Theorem,opening-regime-theorem-v-t13,/results/additional-noteworthy-results/physics/opening-regime-theorem-v-t13/,physics,related_existing_surface,medium,V,1,6,theorem,tau-effective,formalized,/registry/object/V.T13/,1
registry-noteworthy-v-r45,V.R45,Forward reference to Part~V,forward-reference-to-part-v-v-r45,/results/additional-noteworthy-results/physics/forward-reference-to-part-v-v-r45/,physics,related_existing_surface,high,V,1,8,remark,tau-effective,not_applicable,/registry/object/V.R45/,2
registry-noteworthy-v-d37,V.D37,CMB constraint surface,cmb-constraint-surface-v-d37,/results/additional-noteworthy-results/physics/cmb-constraint-surface-v-d37/,physics,related_existing_surface,medium,V,1,9,definition,tau-effective,formalized,/registry/object/V.D37/,1
registry-noteworthy-v-p07,V.P07,CMB multipoles as boundary characters,cmb-multipoles-as-boundary-characters-v-p07,/results/additional-noteworthy-results/physics/cmb-multipoles-as-boundary-characters-v-p07/,physics,related_existing_surface,high,V,1,9,proposition,tau-effective,formalized,/registry/object/V.P07/,3
registry-noteworthy-v-r50,V.R50,Testability,testability-v-r50,/results/additional-noteworthy-results/physics/testability-v-r50/,physics,related_existing_surface,high,V,1,9,remark,tau-effective,not_applicable,/registry/object/V.R50/,2
registry-noteworthy-v-t195,V.T195,Two-Horizon Consistency from ι_τ,two-horizon-consistency-from-iota-tau-v-t195,/results/additional-noteworthy-results/physics/two-horizon-consistency-from-iota-tau-v-t195/,physics,related_existing_surface,high,V,1,9,theorem,tau-effective,formalized,/registry/object/V.T195/,8
registry-noteworthy-v-l5,V.L5,Minimal Mature Black Hole,minimal-mature-black-hole-v-l5,/results/additional-noteworthy-results/physics/minimal-mature-black-hole-v-l5/,physics,related_existing_surface,high,V,2,16,lemma,tau-effective,formalized,/registry/object/V.L5/,8
registry-noteworthy-v-t42,V.T42,Star builder existence and uniqueness,star-builder-existence-and-uniqueness-v-t42,/results/additional-noteworthy-results/physics/star-builder-existence-and-uniqueness-v-t42/,physics,related_existing_surface,medium,V,2,17,theorem,tau-effective,formalized,/registry/object/V.T42/,1
registry-noteworthy-v-t43,V.T43,Neutron node EW stability,neutron-node-ew-stability-v-t43,/results/additional-noteworthy-results/physics/neutron-node-ew-stability-v-t43/,physics,related_existing_surface,high,V,2,17,theorem,tau-effective,formalized,/registry/object/V.T43/,2
registry-noteworthy-v-r101,V.R101,The delta_A thread through the triangle,the-delta-a-thread-through-the-triangle-v-r101,/results/additional-noteworthy-results/physics/the-delta-a-thread-through-the-triangle-v-r101/,physics,related_existing_surface,high,V,2,19,remark,tau-effective,formalized,/registry/object/V.R101/,4
registry-noteworthy-v-d235,V.D235,Neutrino Exponent Derivation: Torus Winding Strategy,neutrino-exponent-derivation-torus-winding-strategy-v-d235,/results/additional-noteworthy-results/physics/neutrino-exponent-derivation-torus-winding-strategy-v-d235/,physics,related_existing_surface,high,V,3,24,definition,conjectural,formalized,/registry/object/V.D235/,4
registry-noteworthy-v-d236,V.D236,Neutrino CF-Asymmetry: Grid-Optimal Exponent Offsets from sigma-Polarity Structure,neutrino-cf-asymmetry-grid-optimal-exponent-offsets-from-sigma-polarity-structure-v-d236,/results/additional-noteworthy-results/physics/neutrino-cf-asymmetry-grid-optimal-exponent-offsets-from-sigma-polarity-structure-v-d236/,physics,related_existing_surface,high,V,3,24,definition,conjectural,skeleton,/registry/object/V.D236/,8
registry-noteworthy-v-p129,V.P129,Neutrino Span=2=|lobes|; Ratio=4/3 from n=7 Decomposition,neutrino-span-2-lobes-ratio-4-3-from-n-7-decomposition-v-p129,/results/additional-noteworthy-results/physics/neutrino-span-2-lobes-ratio-4-3-from-n-7-decomposition-v-p129/,physics,related_existing_surface,medium,V,3,24,proposition,conjectural,formalized,/registry/object/V.P129/,1
registry-noteworthy-v-t173,V.T173,One-Parameter Neutrino Family: Scale-Invariant Result 39.45,one-parameter-neutrino-family-scale-invariant-result-39-45-v-t173,/results/additional-noteworthy-results/physics/one-parameter-neutrino-family-scale-invariant-result-39-45-v-t173/,physics,related_existing_surface,medium,V,3,24,theorem,conjectural,formalized,/registry/object/V.T173/,1
registry-noteworthy-v-t177,V.T177,"(8/7, 6/7) Candidate: Neutrino Mass Ratio from Lemniscate n=7",8-7-6-7-candidate-neutrino-mass-ratio-from-lemniscate-n-7-v-t177,/results/additional-noteworthy-results/physics/8-7-6-7-candidate-neutrino-mass-ratio-from-lemniscate-n-7-v-t177/,physics,related_existing_surface,high,V,3,24,theorem,conjectural,formalized,/registry/object/V.T177/,7
registry-noteworthy-v-p40,V.P40,No Lambda in the tau-Einstein equation,no-lambda-in-the-tau-einstein-equation-v-p40,/results/additional-noteworthy-results/physics/no-lambda-in-the-tau-einstein-equation-v-p40/,physics,related_existing_surface,high,V,3,26,proposition,tau-effective,formalized,/registry/object/V.P40/,7
registry-noteworthy-v-p41,V.P41,The 68% is refinement entropy,the-68-is-refinement-entropy-v-p41,/results/additional-noteworthy-results/physics/the-68-is-refinement-entropy-v-p41/,physics,related_existing_surface,high,V,3,26,proposition,tau-effective,formalized,/registry/object/V.P41/,2
registry-noteworthy-v-t69,V.T69,Dark energy is a readout artifact,dark-energy-is-a-readout-artifact-v-t69,/results/additional-noteworthy-results/physics/dark-energy-is-a-readout-artifact-v-t69/,physics,related_existing_surface,high,V,3,26,theorem,tau-effective,formalized,/registry/object/V.T69/,8
registry-noteworthy-v-c12,V.C12,Macro color confinement,macro-color-confinement-v-c12,/results/additional-noteworthy-results/physics/macro-color-confinement-v-c12/,physics,related_existing_surface,high,V,4,29,corollary,tau-effective,formalized,/registry/object/V.C12/,4
registry-noteworthy-v-r153,V.R153,No dark matter in the ICM,no-dark-matter-in-the-icm-v-r153,/results/additional-noteworthy-results/physics/no-dark-matter-in-the-icm-v-r153/,physics,related_existing_surface,high,V,4,30,remark,tau-effective,formalized,/registry/object/V.R153/,8
registry-noteworthy-v-p49,V.P49,Reconnection energy bound,reconnection-energy-bound-v-p49,/results/additional-noteworthy-results/physics/reconnection-energy-bound-v-p49/,physics,related_existing_surface,high,V,4,31,proposition,tau-effective,formalized,/registry/object/V.P49/,2
registry-noteworthy-v-t75,V.T75,Frozen-flux invariant,frozen-flux-invariant-v-t75,/results/additional-noteworthy-results/physics/frozen-flux-invariant-v-t75/,physics,related_existing_surface,high,V,4,31,theorem,tau-effective,formalized,/registry/object/V.T75/,2
registry-noteworthy-v-p53,V.P53,ISM Alfv'en cascade,ism-alfv-en-cascade-v-p53,/results/additional-noteworthy-results/physics/ism-alfv-en-cascade-v-p53/,physics,related_existing_surface,high,V,4,32,proposition,tau-effective,formalized,/registry/object/V.P53/,2
registry-noteworthy-v-p55,V.P55,Neutron star phase sequence,neutron-star-phase-sequence-v-p55,/results/additional-noteworthy-results/physics/neutron-star-phase-sequence-v-p55/,physics,related_existing_surface,medium,V,4,33,proposition,tau-effective,formalized,/registry/object/V.P55/,1
registry-noteworthy-v-r164,V.R164,The dark matter debate is a projection artifact,the-dark-matter-debate-is-a-projection-artifact-v-r164,/results/additional-noteworthy-results/physics/the-dark-matter-debate-is-a-projection-artifact-v-r164/,physics,related_existing_surface,high,V,5,34,remark,tau-effective,formalized,/registry/object/V.R164/,8
registry-noteworthy-v-r377,V.R377,OQ-C3 Status after Sprint 5A: CF Candidate Fails; Grid Optimum Found,oq-c3-status-after-sprint-5a-cf-candidate-fails-grid-optimum-found-v-r377,/results/additional-noteworthy-results/physics/oq-c3-status-after-sprint-5a-cf-candidate-fails-grid-optimum-found-v-r377/,physics,related_existing_surface,high,V,5,35,remark,conjectural,skeleton,/registry/object/V.R377/,2
registry-noteworthy-v-t174,V.T174,PMNS Shared Eigenvector Structure: Identity from sigma-Polarity,pmns-shared-eigenvector-structure-identity-from-sigma-polarity-v-t174,/results/additional-noteworthy-results/physics/pmns-shared-eigenvector-structure-identity-from-sigma-polarity-v-t174/,physics,related_existing_surface,high,V,5,35,theorem,conjectural,formalized,/registry/object/V.T174/,2
registry-noteworthy-v-p63,V.P63,Modified Jeans Scale --- V.P27,modified-jeans-scale-v-p27-v-p63,/results/additional-noteworthy-results/physics/modified-jeans-scale-v-p27-v-p63/,physics,related_existing_surface,medium,V,5,36,proposition,tau-effective,formalized,/registry/object/V.P63/,1
registry-noteworthy-v-r169,V.R169,No void between galaxies,no-void-between-galaxies-v-r169,/results/additional-noteworthy-results/physics/no-void-between-galaxies-v-r169/,physics,related_existing_surface,high,V,5,36,remark,tau-effective,not_applicable,/registry/object/V.R169/,3
registry-noteworthy-v-p122,V.P122,a_0 from H_0 Tension,a-0-from-h-0-tension-v-p122,/results/additional-noteworthy-results/physics/a-0-from-h-0-tension-v-p122/,physics,related_existing_surface,high,V,5,37,proposition,tau-effective,formalized,/registry/object/V.P122/,7
registry-noteworthy-v-p143,V.P143,JWST Rotation Curve Predictions,jwst-rotation-curve-predictions-v-p143,/results/additional-noteworthy-results/physics/jwst-rotation-curve-predictions-v-p143/,physics,related_existing_surface,high,V,5,37,proposition,conjectural,formalized,/registry/object/V.P143/,7
registry-noteworthy-v-p67,V.P67,Galaxy-by-Galaxy Concordance --- V.P31,galaxy-by-galaxy-concordance-v-p31-v-p67,/results/additional-noteworthy-results/physics/galaxy-by-galaxy-concordance-v-p31-v-p67/,physics,related_existing_surface,high,V,5,37,proposition,conjectural,formalized,/registry/object/V.P67/,7
registry-noteworthy-v-p71,V.P71,Neutron Star EOS Structure --- V.P35,neutron-star-eos-structure-v-p35-v-p71,/results/additional-noteworthy-results/physics/neutron-star-eos-structure-v-p35-v-p71/,physics,related_existing_surface,high,V,5,38,proposition,tau-effective,formalized,/registry/object/V.P71/,5
registry-noteworthy-v-t86,V.T86,Chandrasekhar Mass from tau-Framework --- V.T38,chandrasekhar-mass-from-tau-framework-v-t38-v-t86,/results/additional-noteworthy-results/physics/chandrasekhar-mass-from-tau-framework-v-t38-v-t86/,physics,related_existing_surface,high,V,5,38,theorem,tau-effective,formalized,/registry/object/V.T86/,2
registry-noteworthy-v-t87,V.T87,TOV Mass Limit --- V.T39,tov-mass-limit-v-t39-v-t87,/results/additional-noteworthy-results/physics/tov-mass-limit-v-t39-v-t87/,physics,related_existing_surface,high,V,5,38,theorem,tau-effective,formalized,/registry/object/V.T87/,2
registry-noteworthy-v-t88,V.T88,Compact-Object Classification --- V.T40,compact-object-classification-v-t40-v-t88,/results/additional-noteworthy-results/physics/compact-object-classification-v-t40-v-t88/,physics,related_existing_surface,medium,V,5,38,theorem,tau-effective,formalized,/registry/object/V.T88/,1
registry-noteworthy-v-p75,V.P75,Proto-Neutron Star Evolution --- V.P39,proto-neutron-star-evolution-v-p39-v-p75,/results/additional-noteworthy-results/physics/proto-neutron-star-evolution-v-p39-v-p75/,physics,related_existing_surface,medium,V,5,39,proposition,tau-effective,formalized,/registry/object/V.P75/,1
registry-noteworthy-v-p79,V.P79,Neutrino Emission Channel,neutrino-emission-channel-v-p79,/results/additional-noteworthy-results/physics/neutrino-emission-channel-v-p79/,physics,related_existing_surface,medium,V,5,40,proposition,tau-effective,formalized,/registry/object/V.P79/,1
registry-noteworthy-v-r188,V.R188,The ubiquitous sqrt3,the-ubiquitous-sqrt3-v-r188,/results/additional-noteworthy-results/physics/the-ubiquitous-sqrt3-v-r188/,physics,related_existing_surface,high,V,5,40,remark,tau-effective,formalized,/registry/object/V.R188/,2
registry-noteworthy-v-r197,V.R197,M87* Shadow Re-Read,m87-shadow-re-read-v-r197,/results/additional-noteworthy-results/physics/m87-shadow-re-read-v-r197/,physics,related_existing_surface,high,V,5,42,remark,tau-effective,not_applicable,/registry/object/V.R197/,2
registry-noteworthy-v-r199,V.R199,The strongest single test,the-strongest-single-test-v-r199,/results/additional-noteworthy-results/physics/the-strongest-single-test-v-r199/,physics,related_existing_surface,high,V,5,42,remark,tau-effective,not_applicable,/registry/object/V.R199/,2
registry-noteworthy-v-r412,V.R412,Complete Magnetic Table,complete-magnetic-table-v-r412,/results/additional-noteworthy-results/physics/complete-magnetic-table-v-r412/,physics,related_existing_surface,medium,V,5,42,remark,tau-effective,formalized,/registry/object/V.R412/,1
registry-noteworthy-v-r416,V.R416,Wave 23 Magnetic Prediction Table,wave-23-magnetic-prediction-table-v-r416,/results/additional-noteworthy-results/physics/wave-23-magnetic-prediction-table-v-r416/,physics,related_existing_surface,medium,V,5,42,remark,tau-effective,formalized,/registry/object/V.R416/,1
registry-noteworthy-v-t184,V.T184,EHT Shadow T² Correction: f = 1 + ι_τ²/4 at 2.91% over GR,eht-shadow-t2-correction-f-1-iota-tau2-4-at-2-91-over-gr-v-t184,/results/additional-noteworthy-results/physics/eht-shadow-t2-correction-f-1-iota-tau2-4-at-2-91-over-gr-v-t184/,physics,related_existing_surface,high,V,5,42,theorem,tau-effective,formalized,/registry/object/V.T184/,3
registry-noteworthy-v-t221,V.T221,Sgr A* Prediction Suite,sgr-a-prediction-suite-v-t221,/results/additional-noteworthy-results/physics/sgr-a-prediction-suite-v-t221/,physics,related_existing_surface,high,V,5,42,theorem,tau-effective,formalized,/registry/object/V.T221/,3
registry-noteworthy-v-t230,V.T230,Magnetic Field Ratio Theorem,magnetic-field-ratio-theorem-v-t230,/results/additional-noteworthy-results/physics/magnetic-field-ratio-theorem-v-t230/,physics,related_existing_surface,high,V,5,42,theorem,tau-effective,formalized,/registry/object/V.T230/,8
registry-noteworthy-v-r204,V.R204,What 68% and 27% Actually Are,what-68-and-27-actually-are-v-r204,/results/additional-noteworthy-results/physics/what-68-and-27-actually-are-v-r204/,physics,related_existing_surface,high,V,5,44,remark,tau-effective,formalized,/registry/object/V.R204/,2
registry-noteworthy-v-p88,V.P88,Depth-Hubble Monotonicity,depth-hubble-monotonicity-v-p88,/results/additional-noteworthy-results/physics/depth-hubble-monotonicity-v-p88/,physics,related_existing_surface,high,V,5,45,proposition,tau-effective,formalized,/registry/object/V.P88/,2
registry-noteworthy-v-r207,V.R207,What Would Reopen the Case,what-would-reopen-the-case-v-r207,/results/additional-noteworthy-results/physics/what-would-reopen-the-case-v-r207/,physics,related_existing_surface,high,V,5,45,remark,tau-effective,formalized,/registry/object/V.R207/,6
registry-noteworthy-v-r208,V.R208,From Part V to Part VI,from-part-v-to-part-vi-v-r208,/results/additional-noteworthy-results/physics/from-part-v-to-part-vi-v-r208/,physics,related_existing_surface,high,V,5,45,remark,tau-effective,not_applicable,/registry/object/V.R208/,2
registry-noteworthy-v-r424,V.R424,Wave 24 Dark Energy Prediction Table,wave-24-dark-energy-prediction-table-v-r424,/results/additional-noteworthy-results/physics/wave-24-dark-energy-prediction-table-v-r424/,physics,related_existing_surface,high,V,5,45,remark,tau-effective,not_applicable,/registry/object/V.R424/,8
registry-noteworthy-v-r425,V.R425,ΛCDM Tension Resolution Summary,lambdacdm-tension-resolution-summary-v-r425,/results/additional-noteworthy-results/physics/lambdacdm-tension-resolution-summary-v-r425/,physics,related_existing_surface,high,V,5,45,remark,tau-effective,not_applicable,/registry/object/V.R425/,2
registry-noteworthy-v-r211,V.R211,The Penrose--Hawking theorems are not wrong,the-penrose-hawking-theorems-are-not-wrong-v-r211,/results/additional-noteworthy-results/physics/the-penrose-hawking-theorems-are-not-wrong-v-r211/,physics,related_existing_surface,medium,V,6,46,remark,tau-effective,formalized,/registry/object/V.R211/,1
registry-noteworthy-v-r217,V.R217,A falsifiable prediction,a-falsifiable-prediction-v-r217,/results/additional-noteworthy-results/physics/a-falsifiable-prediction-v-r217/,physics,related_existing_surface,medium,V,6,47,remark,tau-effective,formalized,/registry/object/V.R217/,1
registry-noteworthy-v-t276,V.T276,Tensor-to-Scalar Ratio from Fiber Dimensional Suppression,tensor-to-scalar-ratio-from-fiber-dimensional-suppression-v-t276,/results/additional-noteworthy-results/physics/tensor-to-scalar-ratio-from-fiber-dimensional-suppression-v-t276/,physics,related_existing_surface,high,V,6,47,theorem,tau-effective,not_formalized,/registry/object/V.T276/,5
registry-noteworthy-v-d196,V.D196,Neutron-to-Proton Ratio from Y_p,neutron-to-proton-ratio-from-y-p-v-d196,/results/additional-noteworthy-results/physics/neutron-to-proton-ratio-from-y-p-v-d196/,physics,related_existing_surface,high,V,6,48,definition,tau-effective,formalized,/registry/object/V.D196/,4
registry-noteworthy-v-p113,V.P113,Dark Sector Closure,dark-sector-closure-v-p113,/results/additional-noteworthy-results/physics/dark-sector-closure-v-p113/,physics,related_existing_surface,high,V,6,48,proposition,tau-effective,formalized,/registry/object/V.P113/,7
registry-noteworthy-v-r382,V.R382,V.OP2 Status: SOLVED (τ-effective) via Sprint 7D SA-i mod-5 Proof,v-op2-status-solved-tau-effective-via-sprint-7d-sa-i-mod-5-proof-v-r382,/results/additional-noteworthy-results/physics/v-op2-status-solved-tau-effective-via-sprint-7d-sa-i-mod-5-proof-v-r382/,physics,related_existing_surface,high,V,6,48,remark,tau-effective,skeleton,/registry/object/V.R382/,3
registry-noteworthy-v-t172,V.T172,Primary Baryogenesis Formula: η_B = α·ι_τ¹⁵·(5/6),primary-baryogenesis-formula-eta-b-alphaiota-tau15-5-6-v-t172,/results/additional-noteworthy-results/physics/primary-baryogenesis-formula-eta-b-alphaiota-tau15-5-6-v-t172/,physics,related_existing_surface,high,V,6,48,theorem,tau-effective,formalized,/registry/object/V.T172/,7
