id,title,domain,status,result_status,url
phys-matterantimatter-asymmetry-theoretical-models-suggest-that-the-early-universe-should-have-produced-equal-amounts-of-matter-and-antimatter,Matter–antimatter asymmetry Theoretical models suggest that the early universe should have produced equal amounts of matter and antimatter,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/matterantimatter-asymmetry-theoretical-models-suggest-that-the-early-universe-should-have-produced-equal-amounts-of-matter-and-antimatter/
phys-metal-whiskering,Metal whiskering,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/metal-whiskering/
phys-mu-problem,Mu problem,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/mu-problem/
phys-neutrino-mass,Neutrino mass,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/neutrino-mass/
phys-neutron-lifetime-puzzle,Neutron lifetime puzzle,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/neutron-lifetime-puzzle/
phys-nuclei-and-nuclear-astrophysics,Nuclei and nuclear astrophysics,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/nuclei-and-nuclear-astrophysics/
phys-origin-and-future-of-the-universe,Origin and future of the universe,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/origin-and-future-of-the-universe/
phys-origin-of-cosmic-magnetic-fields,Origin of cosmic magnetic fields,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/origin-of-cosmic-magnetic-fields/
phys-origin-of-magnetar-magnetic-field,Origin of magnetar magnetic field,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/origin-of-magnetar-magnetic-field/
phys-pentaquarks-and-other-exotic-hadrons,Pentaquarks and other exotic hadrons,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/pentaquarks-and-other-exotic-hadrons/
phys-plasma-physics-and-fusion-power,Plasma physics and fusion power,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/plasma-physics-and-fusion-power/
phys-post-quantum-cryptography,Post-quantum cryptography,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/post-quantum-cryptography/
phys-problem-of-time,Problem of time,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/problem-of-time/
phys-protein-structure-prediction,Protein structure prediction,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/protein-structure-prediction/
phys-proton-decay-and-spin-crisis,Proton decay and spin crisis,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/proton-decay-and-spin-crisis/
phys-quantitative-study-of-the-immune-system,Quantitative study of the immune system,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/quantitative-study-of-the-immune-system/
phys-quantum-biology,Quantum biology,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/quantum-biology/
phys-quantum-capacity,Quantum capacity,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/quantum-capacity/
phys-quantum-chromodynamics,Quantum chromodynamics,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/quantum-chromodynamics/
phys-quantum-field-theory-this-is-a-generalization-of-the-previous-problem,Quantum field theory (this is a generalization of the previous problem),physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/quantum-field-theory-this-is-a-generalization-of-the-previous-problem/
phys-quantum-gravity,Quantum gravity,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/quantum-gravity/
phys-quantum-mind,Quantum mind,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/quantum-mind/
phys-quantum-spacetime-or-the-emergence-of-spacetime,Quantum spacetime or the emergence of spacetime,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/quantum-spacetime-or-the-emergence-of-spacetime/
phys-quarkgluon-plasma,Quark–gluon plasma,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/quarkgluon-plasma/
phys-reactor-antineutrino-anomaly,Reactor antineutrino anomaly,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/reactor-antineutrino-anomaly/
phys-rotation-rate-of-saturn,Rotation rate of Saturn,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/rotation-rate-of-saturn/
phys-scharnhorst-effect,Scharnhorst effect,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/scharnhorst-effect/
phys-semiconductor-nanocrystals,Semiconductor nanocrystals,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/semiconductor-nanocrystals/
phys-shape-of-the-universe,Shape of the universe,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/shape-of-the-universe/
phys-size-of-universe,Size of universe,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/size-of-universe/
phys-solar-cycle,Solar cycle,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/solar-cycle/
phys-sonoluminescence,Sonoluminescence,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/sonoluminescence/
phys-specific-models-of-quarkgluon-plasma-formation,Specific models of quark–gluon plasma formation,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/specific-models-of-quarkgluon-plasma-formation/
phys-stochasticity-and-robustness-to-noise-in-gene-expression,Stochasticity and robustness to noise in gene expression,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/stochasticity-and-robustness-to-noise-in-gene-expression/
phys-strange-matter,Strange matter,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/strange-matter/
phys-strong-cp-problem-and-axions,Strong CP problem and axions,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/strong-cp-problem-and-axions/
phys-superfluid-transition-in-helium-4,Superfluid transition in helium-4,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/superfluid-transition-in-helium-4/
phys-supermassive-black-holes,Supermassive black holes,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/supermassive-black-holes/
phys-supernovae,Supernovae,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/supernovae/
phys-supersymmetry,Supersymmetry,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/supersymmetry/
phys-temperature,Temperature,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/temperature/
phys-the-qcd-vacuum,The QCD vacuum,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/the-qcd-vacuum/
phys-the-cosmic-censorship-hypothesis-and-the-chronology-protection-conjecture,The cosmic censorship hypothesis and the chronology protection conjecture,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/the-cosmic-censorship-hypothesis-and-the-chronology-protection-conjecture/
phys-the-injection-problem,The injection problem,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/the-injection-problem/
phys-the-lithium-problem,The lithium problem,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/the-lithium-problem/
phys-theory-of-everything,Theory of everything,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/theory-of-everything/
phys-threshold-problem,Threshold problem,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/threshold-problem/
phys-topological-order,Topological order,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/topological-order/
phys-topological-qubits,Topological qubits,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/topological-qubits/
phys-turbulent-flow,Turbulent flow,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/turbulent-flow/
phys-ultra-high-energy-cosmic-ray,Ultra-high-energy cosmic ray,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/ultra-high-energy-cosmic-ray/
phys-ultraluminous-x-ray-sources-ulxs,Ultraluminous X-ray sources (ULXs),physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/ultraluminous-x-ray-sources-ulxs/
phys-under-what-conditions-do-smooth-solutions-exist-for-the-navierstokes-equations-which-are-the-equations-that-describe-the-flow-of-a-viscous-fluid,"Under what conditions do smooth solutions exist for the Navier–Stokes equations, which are the equations that describe the flow of a viscous fluid?",physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/under-what-conditions-do-smooth-solutions-exist-for-the-navierstokes-equations-which-are-the-equations-that-describe-the-flow-of-a-viscous-fluid/
phys-universality-of-low-temperature-amorphous-solids,Universality of low-temperature amorphous solids,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/universality-of-low-temperature-amorphous-solids/
phys-yangmills-theory,Yang–Mills theory,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/yangmills-theory/
phys-p-nuclei,p-nuclei,physics,canonical,not_yet_classified,/program/research-agenda/problem-ledger/physics/p-nuclei/
